IND|P1 |P2  |P1  |P2   |P1  |P2   |P1  |P2   |P1  |P2
0.5541184805925681|0.5335148409177939|-0.5176842261002308|0.2676563554838609|-0.2067602345802906|0.12375058694917421|0.0024732945419336408|0.08442453290101133|0.017591612057091748|0.050562255722249726|0.02478131490560355
0.5549375468144614|0.5332217331643718|-0.5171393520193553|0.2659143310012309|-0.20343977633885554|0.1278481130152812|0.005315656198912372|0.08850478766136184|0.020658918403030132|0.05334788462654524|0.026614613204222478
0.5562218857379173|0.532328643576503|-0.5160022685391616|0.2647931601546474|-0.19644840798617738|0.1346782413749403|0.011859793384375355|0.09462164451098717|0.02516729913502736|0.05890888836741147|0.030690457283000704
0.5566948192832194|0.5317488334778881|-0.5155814414888167|0.26457365945605626|-0.1924977518149978|0.13847054307269133|0.014810973340697017|0.09742852659094377|0.027678459000706142|0.061294836431609476|0.03234655544237284
0.556991698614669|0.5315216394334982|-0.5154390098454817|0.2635492171609122|-0.19072386406522632|0.14018909782443054|0.016491714989403893|0.09978879261614577|0.028924929054628828|0.0625893835379626|0.03312090021868491
0.5574434848620359|0.5309418401449051|-0.5150141088409537|0.26300384748844713|-0.1870035066118719|0.14377946327826244|0.01961720275832983|0.10262402711910219|0.031077268942070146|0.06479559848726581|0.03497613628314164
0.5574477257397972|0.5309423812866699|-0.515000434197203|0.2630154127017553|-0.1869959680384583|0.14378746859674665|0.019622869800174348|0.10263184940555459|0.03108227078568028|0.06480163492636165|0.034980353245252484
0.5577760428700748|0.5305065539387682|-0.5144847859941827|0.26250344954722843|-0.18513204116530999|0.14601534273452227|0.022214926968630935|0.10394136494631155|0.03345566738199239|0.06737257403013182|0.036000242583638875
0.5584480875844712|0.5294259779228238|-0.513800083688644|0.26010305128367545|-0.17912582360851087|0.1519487305092226|0.02749694002979227|0.11015484497578931|0.037924778485330796|0.07200899118479137|0.038878162046658275
0.5590284728992366|0.52901712488021|-0.5132351608505482|0.25686068393725436|-0.1762590652474065|0.15602565517617825|0.029422265950829644|0.11381993904478432|0.04043382029330497|0.07512882023782937|0.041583192742951296
0.5593574938115824|0.5283876826308527|-0.5127528948709592|0.2552202159192941|-0.17336173551816547|0.15906039424217097|0.03217643513794647|0.11700612079485075|0.04313040383010935|0.07778332390050116|0.043382350061207955
0.5594617949059376|0.5279963503376703|-0.5120765636100796|0.2555736985042303|-0.17232415915029134|0.16051419626822697|0.03407904128622735|0.117775753865436|0.04420594154096508|0.07920086436333953|0.04429624405538652
0.5597360937611583|0.5275669004389002|-0.5118493340821662|0.2532139584586485|-0.16989075332660114|0.16350163294754747|0.03583055162629271|0.12035185537328616|0.045808633161426984|0.08173258857311072|0.04603178111506764
0.5599014216898542|0.5272685415595697|-0.5115639350902975|0.2514091326591973|-0.1690131725339217|0.16552114290461925|0.037787747809515874|0.12181590252894513|0.04701144103356093|0.08342777007196249|0.04684094109518845
0.5601770452479178|0.5266059106564258|-0.5109014977542227|0.24908067165582026|-0.16628004456752887|0.16912352342915482|0.04063973190390261|0.12535307412946703|0.04956200292127916|0.0860143599337416|0.04852534172188395
0.5602515319641578|0.5260141728310147|-0.5105401800615893|0.24799116167552332|-0.16424508975381358|0.17172304884382436|0.043109586540636874|0.1272544378288316|0.05080818665133016|0.08758883790369093|0.05005756105538138
0.5605052921831393|0.5251621558942223|-0.509900550382346|0.24446742403563732|-0.16111230176579525|0.17548072717782998|0.04577061163925999|0.13202542588729047|0.05438504884926982|0.09101260915764174|0.05251937576440425
0.5606225243197741|0.5244172355674186|-0.5097425210982731|0.2420343129308651|-0.1578760867073999|0.17915111803105285|0.04885700446191342|0.13428243258448017|0.056338240216022836|0.09353196147331445|0.05394363960942941
0.5606844932878949|0.5238163785213399|-0.5089963124428083|0.24128181599765258|-0.15629876176066984|0.1810924269742882|0.05083261636545611|0.13641817261252204|0.058226417855542015|0.09528911503357312|0.05538199930265559
0.5606570624829025|0.5225186021709166|-0.5081091534686069|0.2402666070143695|-0.1522894116899212|0.18517200127228892|0.05515904463035297|0.13945627490718682|0.0616220532174032|0.09821521027818816|0.05762119082703962
0.5606964790787892|0.521943641897029|-0.5077592141372386|0.2383204999677843|-0.15041929323715442|0.18758610967367928|0.05678584174524707|0.1413494953655508|0.06352679514029204|0.10023240018697521|0.05896779675749093
0.560615132967834|0.5212648506510865|-0.507427924649642|0.2377336320212961|-0.14847810307774556|0.18921359168493682|0.05854173566385409|0.14295524925175013|0.06546985158528384|0.10190366429826204|0.060097611565017424
0.5605639754165701|0.5208184658057712|-0.5072081122883437|0.23725020528469445|-0.14708894003138595|0.1902311980255751|0.059452611383590474|0.14431754557881435|0.06684758537089477|0.10298835202990665|0.06089329843570827
0.5605187880456781|0.5203809742983494|-0.5070617296391787|0.23599269002887036|-0.14547492800101117|0.19248355177202672|0.060526604760667645|0.14533678569874464|0.06766677801363652|0.10397123801439682|0.06188899500398122
0.5605166248106892|0.5197638095223575|-0.506618950044035|0.23453945436759582|-0.14337360255532305|0.19440124326022715|0.0623525702738251|0.1477485612784888|0.06933623626488836|0.1055951260759818|0.0630239751369055
0.5603943065616231|0.5186570868870123|-0.506087361650653|0.23296151639896004|-0.13972425493258603|0.19745759877553015|0.06539719433282112|0.15055145559659605|0.07218340291654372|0.10823520509429278|0.06463245184762044
0.5601857595651043|0.5172996158123268|-0.5054543998853901|0.23062309035203554|-0.13540241635812636|0.2013376972258987|0.0689152416374903|0.15429823344764584|0.07525734342294851|0.11119457610546997|0.066828306462484
0.5599171977565869|0.5161233501272753|-0.5048959466458253|0.22821142782240902|-0.13298355667407324|0.20438652882782032|0.07207507145375923|0.15690623837103843|0.07804829732065499|0.11398825562569727|0.06892984962738805
0.5596156694661493|0.5149342322056981|-0.504718216291323|0.22663439360012858|-0.12895562179283374|0.20739666972639725|0.07498526493566328|0.15944368927442787|0.08018897344582569|0.11609313526681458|0.07052314684574343
0.5593296740452891|0.5139520570957817|-0.504330736286022|0.2242885915299054|-0.12702978332454173|0.21024482919503432|0.07755545553384703|0.16165222433227372|0.08251977972143328|0.11782918590889471|0.07190103907138425
0.559103545446213|0.5130079501524744|-0.5035918875650213|0.22283519849122396|-0.12521849389078438|0.21209065949625272|0.07969005876944919|0.1641133696211661|0.0846910466417791|0.12000872343722768|0.07379203172884148
0.5587502621448448|0.5117871777540048|-0.5029255064135488|0.22031800503573065|-0.12215902586019067|0.21591296063097346|0.08230186595554514|0.1668529229050829|0.08716179663839053|0.12213850298925277|0.07568499851650998
0.5582522081387892|0.5104756028009202|-0.502531977414386|0.21917952480716588|-0.11947583578976406|0.2182559659864051|0.08551655756581031|0.16893157110158127|0.0895707928378393|0.12422650174594309|0.07729701552960966
0.5580660496263185|0.5099677486894124|-0.5024034550860417|0.21811819082074438|-0.11812907763965191|0.21975160686896925|0.08657125382926047|0.16994695031355886|0.09044040952495618|0.1250271199161673|0.07795741591605618
